"","X","Date","Month","Locality","Site","Bar","Station","Counter","Quadrat_ID","Live_Dead","Size","Count","Treatment","Location","Substation","Year"
"4585",4585,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_05","L",54.3,1,"control",NA,"CKI1","2010"
"4586",4586,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_05","L",37,1,"control",NA,"CKI1","2010"
"4587",4587,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_06","D",NA,2,"control",NA,"CKI1","2010"
"4588",4588,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_06","L",NA,15,"control",NA,"CKI1","2010"
"4589",4589,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_07","D",NA,6,"control",NA,"CKI1","2010"
"4590",4590,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_07","L",NA,26,"control",NA,"CKI1","2010"
"4591",4591,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_08","D",NA,4,"control",NA,"CKI1","2010"
"4592",4592,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_08","L",NA,25,"control",NA,"CKI1","2010"
"4593",4593,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_09","D",NA,1,"control",NA,"CKI1","2010"
"4594",4594,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_09","L",NA,45,"control",NA,"CKI1","2010"
"4595",4595,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","D",41.8,1,"control",NA,"CKI1","2010"
"4596",4596,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","D",34.5,1,"control",NA,"CKI1","2010"
"4597",4597,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",52,1,"control",NA,"CKI1","2010"
"4598",4598,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",51.9,1,"control",NA,"CKI1","2010"
"4599",4599,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",32.5,1,"control",NA,"CKI1","2010"
"4600",4600,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",31.8,1,"control",NA,"CKI1","2010"
"4601",4601,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",39.5,1,"control",NA,"CKI1","2010"
"4602",4602,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",29.5,1,"control",NA,"CKI1","2010"
"4603",4603,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",25,1,"control",NA,"CKI1","2010"
"4604",4604,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",58.9,1,"control",NA,"CKI1","2010"
"4605",4605,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",30.3,1,"control",NA,"CKI1","2010"
"4606",4606,2010-07-09,"Jul","CK","I",1,"CKI1","THRASHER/FREDRICK","20100709_CKI1_01_10","L",35,1,"control",NA,"CKI1","2010"
"4607",4607,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_01","D",NA,1,"control",NA,"CKI2","2010"
"4608",4608,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_01","L",NA,33,"control",NA,"CKI2","2010"
"4609",4609,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_02","D",NA,3,"control",NA,"CKI2","2010"
"4610",4610,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_02","L",NA,65,"control",NA,"CKI2","2010"
"4611",4611,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","D",58.9,1,"control",NA,"CKI2","2010"
"4612",4612,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","D",41.4,1,"control",NA,"CKI2","2010"
"4613",4613,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","D",51.2,1,"control",NA,"CKI2","2010"
"4614",4614,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",51.1,1,"control",NA,"CKI2","2010"
"4615",4615,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",55.1,1,"control",NA,"CKI2","2010"
"4616",4616,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",58.1,1,"control",NA,"CKI2","2010"
"4617",4617,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",59.2,1,"control",NA,"CKI2","2010"
"4618",4618,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",64.2,1,"control",NA,"CKI2","2010"
"4619",4619,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",37.1,1,"control",NA,"CKI2","2010"
"4620",4620,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",50.3,1,"control",NA,"CKI2","2010"
"4621",4621,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",56.9,1,"control",NA,"CKI2","2010"
"4622",4622,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",50.2,1,"control",NA,"CKI2","2010"
"4623",4623,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",50.7,1,"control",NA,"CKI2","2010"
"4624",4624,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",41.2,1,"control",NA,"CKI2","2010"
"4625",4625,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",55.1,1,"control",NA,"CKI2","2010"
"4626",4626,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",26.5,1,"control",NA,"CKI2","2010"
"4627",4627,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",41.5,1,"control",NA,"CKI2","2010"
"4628",4628,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",49.5,1,"control",NA,"CKI2","2010"
"4629",4629,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_03","L",78.7,1,"control",NA,"CKI2","2010"
"4630",4630,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_04","D",NA,0,"control",NA,"CKI2","2010"
"4631",4631,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_04","L",NA,0,"control",NA,"CKI2","2010"
"4632",4632,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_05","D",NA,0,"control",NA,"CKI2","2010"
"4633",4633,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_05","L",NA,0,"control",NA,"CKI2","2010"
"4634",4634,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_06","D",NA,2,"control",NA,"CKI2","2010"
"4635",4635,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_06","L",NA,6,"control",NA,"CKI2","2010"
"4636",4636,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","D",46.7,1,"control",NA,"CKI2","2010"
"4637",4637,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",48.5,1,"control",NA,"CKI2","2010"
"4638",4638,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",53,1,"control",NA,"CKI2","2010"
"4639",4639,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",66.7,1,"control",NA,"CKI2","2010"
"4640",4640,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",44,1,"control",NA,"CKI2","2010"
"4641",4641,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",39,1,"control",NA,"CKI2","2010"
"4642",4642,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",57.3,1,"control",NA,"CKI2","2010"
"4643",4643,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",44.8,1,"control",NA,"CKI2","2010"
"4644",4644,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",41.6,1,"control",NA,"CKI2","2010"
"4645",4645,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",54,1,"control",NA,"CKI2","2010"
"4646",4646,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",62.7,1,"control",NA,"CKI2","2010"
"4647",4647,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",53.1,1,"control",NA,"CKI2","2010"
"4648",4648,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",46.2,1,"control",NA,"CKI2","2010"
"4649",4649,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",34.3,1,"control",NA,"CKI2","2010"
"4650",4650,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_07","L",60.7,1,"control",NA,"CKI2","2010"
"4651",4651,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_08","D",NA,3,"control",NA,"CKI2","2010"
"4652",4652,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_08","L",NA,10,"control",NA,"CKI2","2010"
"4653",4653,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_09","D",NA,0,"control",NA,"CKI2","2010"
"4654",4654,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_09","L",NA,27,"control",NA,"CKI2","2010"
"4655",4655,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","D",51.5,1,"control",NA,"CKI2","2010"
"4656",4656,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","D",53.7,1,"control",NA,"CKI2","2010"
"4657",4657,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","D",49.7,1,"control",NA,"CKI2","2010"
"4658",4658,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","D",59.4,1,"control",NA,"CKI2","2010"
"4659",4659,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",42.3,1,"control",NA,"CKI2","2010"
"4660",4660,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",32.8,1,"control",NA,"CKI2","2010"
"4661",4661,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",38.4,1,"control",NA,"CKI2","2010"
"4662",4662,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",71.2,1,"control",NA,"CKI2","2010"
"4663",4663,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",37.8,1,"control",NA,"CKI2","2010"
"4664",4664,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",19.2,1,"control",NA,"CKI2","2010"
"4665",4665,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",53.1,1,"control",NA,"CKI2","2010"
"4666",4666,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",42.3,1,"control",NA,"CKI2","2010"
"4667",4667,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",43.9,1,"control",NA,"CKI2","2010"
"4668",4668,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",37,1,"control",NA,"CKI2","2010"
"4669",4669,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",25.7,1,"control",NA,"CKI2","2010"
"4670",4670,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",48.2,1,"control",NA,"CKI2","2010"
"4671",4671,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",48.9,1,"control",NA,"CKI2","2010"
"4672",4672,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",36.5,1,"control",NA,"CKI2","2010"
"4673",4673,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",39.8,1,"control",NA,"CKI2","2010"
"4674",4674,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",55.2,1,"control",NA,"CKI2","2010"
"4675",4675,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",58.9,1,"control",NA,"CKI2","2010"
"4676",4676,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",48.5,1,"control",NA,"CKI2","2010"
"4677",4677,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",52.8,1,"control",NA,"CKI2","2010"
"4678",4678,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",34.2,1,"control",NA,"CKI2","2010"
"4679",4679,2010-07-09,"Jul","CK","I",2,"CKI2","THRASHER/FREDRICK","20100709_CKI2_01_10","L",43.7,1,"control",NA,"CKI2","2010"
"4680",4680,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_01","D",54.7,1,"control",NA,"CKI3","2010"
"4681",4681,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_01","L",56.8,1,"control",NA,"CKI3","2010"
"4682",4682,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_01","L",32,1,"control",NA,"CKI3","2010"
"4683",4683,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_01","L",42.4,1,"control",NA,"CKI3","2010"
"4684",4684,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_01","L",55.7,1,"control",NA,"CKI3","2010"
"4685",4685,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_01","L",67,1,"control",NA,"CKI3","2010"
"4686",4686,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_01","L",53.9,1,"control",NA,"CKI3","2010"
"4687",4687,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_01","L",35.7,1,"control",NA,"CKI3","2010"
"4688",4688,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","D",51.5,1,"control",NA,"CKI3","2010"
"4689",4689,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","L",43.7,1,"control",NA,"CKI3","2010"
"4690",4690,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","L",29.6,1,"control",NA,"CKI3","2010"
"4691",4691,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","L",32.6,1,"control",NA,"CKI3","2010"
"4692",4692,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","L",31.8,1,"control",NA,"CKI3","2010"
"4693",4693,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","L",39,1,"control",NA,"CKI3","2010"
"4694",4694,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","L",40.5,1,"control",NA,"CKI3","2010"
"4695",4695,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","L",38.5,1,"control",NA,"CKI3","2010"
"4696",4696,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_02","L",39,1,"control",NA,"CKI3","2010"
"4697",4697,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_03","D",NA,0,"control",NA,"CKI3","2010"
"4698",4698,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_03","L",NA,0,"control",NA,"CKI3","2010"
"4699",4699,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_04","D",NA,0,"control",NA,"CKI3","2010"
"4700",4700,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_04","L",NA,0,"control",NA,"CKI3","2010"
"4701",4701,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_05","D",NA,0,"control",NA,"CKI3","2010"
"4702",4702,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_05","L",NA,0,"control",NA,"CKI3","2010"
"4703",4703,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_06","D",NA,0,"control",NA,"CKI3","2010"
"4704",4704,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_06","L",NA,0,"control",NA,"CKI3","2010"
"4705",4705,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","D",35,1,"control",NA,"CKI3","2010"
"4706",4706,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","D",47,1,"control",NA,"CKI3","2010"
"4707",4707,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",46.6,1,"control",NA,"CKI3","2010"
"4708",4708,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",38.6,1,"control",NA,"CKI3","2010"
"4709",4709,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",33.7,1,"control",NA,"CKI3","2010"
"4710",4710,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",45,1,"control",NA,"CKI3","2010"
"4711",4711,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",40.7,1,"control",NA,"CKI3","2010"
"4712",4712,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",46.6,1,"control",NA,"CKI3","2010"
"4713",4713,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",44.9,1,"control",NA,"CKI3","2010"
"4714",4714,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",33.7,1,"control",NA,"CKI3","2010"
"4715",4715,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",52,1,"control",NA,"CKI3","2010"
"4716",4716,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",58.3,1,"control",NA,"CKI3","2010"
"4717",4717,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",52.6,1,"control",NA,"CKI3","2010"
"4718",4718,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",44.3,1,"control",NA,"CKI3","2010"
"4719",4719,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",64,1,"control",NA,"CKI3","2010"
"4720",4720,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",38,1,"control",NA,"CKI3","2010"
"4721",4721,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",40.4,1,"control",NA,"CKI3","2010"
"4722",4722,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",53.1,1,"control",NA,"CKI3","2010"
"4723",4723,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",57.2,1,"control",NA,"CKI3","2010"
"4724",4724,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",54,1,"control",NA,"CKI3","2010"
"4725",4725,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",45.7,1,"control",NA,"CKI3","2010"
"4726",4726,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",51.5,1,"control",NA,"CKI3","2010"
"4727",4727,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",66.2,1,"control",NA,"CKI3","2010"
"4728",4728,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",30.3,1,"control",NA,"CKI3","2010"
"4729",4729,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",50,1,"control",NA,"CKI3","2010"
"4730",4730,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_07","L",73.4,1,"control",NA,"CKI3","2010"
"4731",4731,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_08","D",NA,0,"control",NA,"CKI3","2010"
"4732",4732,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_08","L",NA,39,"control",NA,"CKI3","2010"
"4733",4733,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_09","D",NA,0,"control",NA,"CKI3","2010"
"4734",4734,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_09","L",NA,0,"control",NA,"CKI3","2010"
"4735",4735,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_10","D",NA,0,"control",NA,"CKI3","2010"
"4736",4736,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_10","L",NA,0,"control",NA,"CKI3","2010"
"4737",4737,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_11","D",NA,0,"control",NA,"CKI3","2010"
"4738",4738,2010-07-09,"Jul","CK","I",3,"CKI3","THRASHER/FREDRICK","20100709_CKI3_01_11","L",NA,0,"control",NA,"CKI3","2010"
"4739",4739,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_01","D",NA,0,"control",NA,"CKN1","2010"
"4740",4740,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_01","L",NA,0,"control",NA,"CKN1","2010"
"4741",4741,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_02","D",NA,3,"control",NA,"CKN1","2010"
"4742",4742,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_02","L",NA,40,"control",NA,"CKN1","2010"
"4743",4743,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_03","D",42,1,"control",NA,"CKN1","2010"
"4744",4744,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_03","D",58,1,"control",NA,"CKN1","2010"
"4745",4745,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_03","D",33.3,1,"control",NA,"CKN1","2010"
"4746",4746,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_03","L",39.4,1,"control",NA,"CKN1","2010"
"4747",4747,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_03","L",45,1,"control",NA,"CKN1","2010"
"4748",4748,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_03","L",39.8,1,"control",NA,"CKN1","2010"
"4749",4749,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_04","D",NA,0,"control",NA,"CKN1","2010"
"4750",4750,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_04","L",NA,0,"control",NA,"CKN1","2010"
"4751",4751,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_05","D",64.6,1,"control",NA,"CKN1","2010"
"4752",4752,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_05","D",40.2,1,"control",NA,"CKN1","2010"
"4753",4753,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_05","L",45.3,1,"control",NA,"CKN1","2010"
"4754",4754,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_05","L",36.1,1,"control",NA,"CKN1","2010"
"4755",4755,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_05","L",35.3,1,"control",NA,"CKN1","2010"
"4756",4756,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_05","L",23.2,1,"control",NA,"CKN1","2010"
"4757",4757,2010-07-09,"Jul","CK","N",1,"CKN1","DREW","20100709_CKN1_01_05","L",45.6,1,"control",NA,"CKN1","2010"
